YearsCode,YearsCodeProfessional,Background,SalaryUSD,Education,Age,Country,Blockchain,HTML_CSS,LISP,Java,JavaScript,OCaml,Cplusplus,Scala,PHP,Python,C,Fortran,SQL,R,C_sharp,MATLAB,Julia,Clojure,Ruby,Rust,Haskell
30,14,"I am not primarily a developer, but I write code sometimes as part of my work",95979.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,Germany,Favorable,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
6,2,I am a developer by profession,35192.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,Spain,Indifferent,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes
15,7,I am a developer by profession,55988.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Very unfavorable,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
23,20,I am a developer by profession,37600.0,"Associate degree (A.A., A.S., etc.)",35-44 years old,Brazil,Very unfavorable,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no
17,15,I am a developer by profession,70385.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Very unfavorable,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
22,18,I am a developer by profession,86872.0,Some college/university study without earning a degree,25-34 years old,Switzerland,Very unfavorable,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
31,28,I am a developer by profession,118101.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
4,3,"I am not primarily a developer, but I write code sometimes as part of my work",81666.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
24,17,I am a developer by profession,237750.0,Some college/university study without earning a degree,35-44 years old,United States of America,Very unfavorable,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
11,6,I am a developer by profession,215000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
20,12,I am a developer by profession,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
42,30,"I am not primarily a developer, but I write code sometimes as part of my work",117308.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",55-64 years old,Germany,Unfavorable,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no
4,1,I am a developer by profession,196000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Very unfavorable,yes,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no
26,8,I am a developer by profession,164370.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,South Africa,Favorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
8,5,I am a developer by profession,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8,6,I am a developer by profession,19200.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Sri Lanka,Favorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
25,16,I am a developer by profession,242061.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Canada,Very favorable,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
47,42,I am a developer by profession,200000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,United States of America,Favorable,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
22,20,I am a developer by profession,156168.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Canada,Unsure,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
18,11,I am a developer by profession,103024.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
40,37,I am a developer by profession,160833.0,Some college/university study without earning a degree,55-64 years old,New Zealand,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
22,19,I am a developer by profession,155696.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Australia,Favorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
20,15,I am a developer by profession,63986.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Germany,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
8,3,"I am not primarily a developer, but I write code sometimes as part of my work",98248.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,Switzerland,Very unfavorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
7,5,I am a developer by profession,108988.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Australia,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
27,5,I am a developer by profession,340000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,United States of America,Favorable,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no
6,1,I am a developer by profession,350000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Indifferent,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
27,21,I am a developer by profession,150000.0,Some college/university study without earning a degree,35-44 years old,United States of America,Very unfavorable,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no
4,4,I am a developer by profession,135000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
6,0,I am a developer by profession,80000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
10,2,I am a developer by profession,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Very unfavorable,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
35,25,I am a developer by profession,123651.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",55-64 years old,United States of America,Indifferent,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
9,7,I am a developer by profession,79983.0,Some college/university study without earning a degree,25-34 years old,Germany,Favorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
14,10,I am a developer by profession,70385.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Unfavorable,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
2,1,I am a developer by profession,28794.0,Some college/university study without earning a degree,25-34 years old,Estonia,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
40,34,I am a developer by profession,100511.0,Some college/university study without earning a degree,45-54 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
5,1,I am a developer by profession,45857.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,France,Very unfavorable,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
9,6,"I am not primarily a developer, but I write code sometimes as part of my work",92000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Indifferent,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
26,9,I am a developer by profession,69318.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Very favorable,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
15,6,I am a developer by profession,34126.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Spain,Favorable,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no
4,4,I am a developer by profession,47990.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Spain,Indifferent,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
32,17,I am a developer by profession,135000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Favorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,0,I am a developer by profession,21372.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,South Korea,Very favorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
3,2,I am a developer by profession,135000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Unfavorable,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
9,4,I am a developer by profession,31993.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Spain,Very favorable,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
24,20,I am a developer by profession,330000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very favorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
30,26,I am a developer by profession,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Unfavorable,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
30,30,I am a developer by profession,189715.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
16,12,I am a developer by profession,63986.0,Some college/university study without earning a degree,35-44 years old,Italy,Favorable,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
28,22,I am a developer by profession,106644.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,France,Indifferent,no,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no
19,11,I am a developer by profession,149301.0,Some college/university study without earning a degree,25-34 years old,Germany,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
25,10,I am a developer by profession,48999.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no
6,5,I am a developer by profession,52255.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Very favorable,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
6,3,I am a developer by profession,42657.0,Some college/university study without earning a degree,25-34 years old,Italy,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
30,25,I am a developer by profession,100000.0,Some college/university study without earning a degree,45-54 years old,United States of America,Very unfavorable,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
8,7,I am a developer by profession,290000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
12,10,I am a developer by profession,82961.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Romania,Indifferent,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
21,20,I am a developer by profession,62820.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
11,5,I am a developer by profession,18056.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
16,11,I am a developer by profession,48630.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Spain,Indifferent,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
12,9,I am a developer by profession,55281.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
24,20,I am a developer by profession,101312.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,France,Unsure,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
12,10,I am a developer by profession,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
8,5,I am a developer by profession,72500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no
16,5,I am a developer by profession,63986.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Netherlands,Very unfavorable,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
23,13,I am a developer by profession,167240.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Unfavorable,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
8,5,I am a developer by profession,25594.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Spain,Very favorable,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
14,8,I am a developer by profession,74651.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Austria,Very favorable,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
45,20,"I am not primarily a developer, but I write code sometimes as part of my work",67845.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,United Kingdom of Great Britain and Northern Ireland,Unsure,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
10,6,I am a developer by profession,32243.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Unsure,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
8,4,I am a developer by profession,37645.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Netherlands,Indifferent,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
8,6,I am a developer by profession,63000.0,"Associate degree (A.A., A.S., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
10,5,I am a developer by profession,130000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4,2,I am a developer by profession,79450.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Germany,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
15,11,I am a developer by profession,86381.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Germany,Very unfavorable,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
17,8,I am a developer by profession,85315.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Germany,Unsure,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no
11,7,I am a developer by profession,185000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Indifferent,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
24,18,I am a developer by profession,115588.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
10,2,I am a developer by profession,12853.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Malaysia,Unfavorable,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
8,3,I am a developer by profession,68714.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Canada,Very unfavorable,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
30,17,I am a developer by profession,39991.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Spain,Indifferent,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
10,6,I am a developer by profession,120311.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Australia,Favorable,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
37,30,I am a developer by profession,106644.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Netherlands,Indifferent,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
27,24,I am a developer by profession,200000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Favorable,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,no
15,12,I am a developer by profession,190000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
20,13,I am a developer by profession,136000.0,"Associate degree (A.A., A.S., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
8,6,I am a developer by profession,85315.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Slovenia,Favorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
12,3,I am a developer by profession,42657.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Unfavorable,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no
17,12,I am a developer by profession,65053.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Unfavorable,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
